complaint_num,address,bin,boro,zip,inspection_date,disposition_date,disposition_code,comments,details,disp_num
2327685,2740 SEXTON PLACE,2055342,BRONX,10469,2021-11-15,2021-11-19,A6, VIOLATION(S) ISSUED,AT TIME OF INSPECTION I OBSERVED THE MISSING WINDOWS AT EXPOSURE #4 AND AN UNSECURED BASEMENT DOOR AND A DEFECTIVE FENCE AT EXPOSURE #3. AN UNSAFE BUILDING VIOLATION ISSUED,1
2334326,2740 SEXTON PLACE,2055342,BRONX,10469,NA,NA,-,-,NA,1
2193610,615 EAST 179 STREET,2092250,BRONX,10457,2014-03-04,2014-03-05,A8, ECB VIOLATION SERVED,VIOLATION ISSUED FOR RESIDENCE ALTERED FOR OCCUPANCY AS A DW                    ELLING FOR MORE THAN LEGALLY APPROVED AND FOR WORK W O PRMIT,1
2195013,615 EAST 179 STREET,2092250,BRONX,10457,2014-02-18,2014-02-18,XX, ADMINISTRATIVE CLOSURE,"PREVIOUSLY REPORTED, SEE COMPLAINT #2193610",1
2195630,615 EAST 179 STREET,2092250,BRONX,10457,2021-08-12,2021-08-13,Y2,VACATE ORDER FULLY RESCINDED,SWO ISSUED BY CONSTRUCTION SAFETY ENFORCEMENT UNIT,2
2195630,615 EAST 179 STREET,2092250,BRONX,10457,2014-03-04,2014-03-06,Y3,PARTIAL VACATE ORDER ISSUED,"AT TIME OF INSPECTION, NO WORK IN PROGRESS AGAINST STOP WORK ORDER. DAMAGED ENTRY DOOR BEING REPLACED/FIXED DOES NOT REQUIRE A PERMIT, NOR IS IN VIOLATION OF STOP WORK ORDER. NEW STOP WORK ORDER POSTED ON 2ND ENTRY DOOR.",1
2233082,615 EAST 179 STREET,2092250,BRONX,10457,2016-10-05,2016-10-06,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,NO VIOLATING CONDITION AT TIME OF INSPECTION,1
2236133,615 EAST 179 STREET,2092250,BRONX,10457,2016-12-02,2016-12-02,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,? I2  ? NO CONSTRUCTION ACTIVITY WARRANTING A SIDEWALKSHED NO ACTION TAKEN,1
2259498,615 EAST 179 STREET,2092250,BRONX,10457,2021-08-12,2021-08-13,Y2,VACATE ORDER FULLY RESCINDED,"NO FACADE WORK EXCEPT TO PATCH TIE IN LOCATION, OK REMOVE                       PIPE AND SWS. CALL FOR REINSPECTION",2
2259498,615 EAST 179 STREET,2092250,BRONX,10457,2018-03-29,2018-03-29,Y1,FULL VACATE ORDER ISSUED,"SUPPORTED PIPE SCFFOLDING IN PLACE WITH EXPIRED PERMIT,STOP                     ALL USE AND WORK WITH SCAFFOLDING RENEW PERMIT AS REQUIRE",1
2259712,615 EAST 179 STREET,2092250,BRONX,10457,2018-04-05,2018-04-09,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,POSTING FULL VACATE ORDER # X071/18 AT ENTRANCE DOOR TO THE BUILDING.,1
2325299,615 EAST 179 STREET,2092250,BRONX,10457,2021-11-04,2021-11-04,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,AT TIME OF INSPECTION APT 9 AT BUILDING REAR FOUND IN-COMPLIANCE WITH DOB RECORDS; SEE BIN # 2120639. NO APTS FOUND IN BSMT & NO VIOLATIONS WARRANTED.,1
2318031,861 REAR EAGLE AVENUE,2094296,BRONX,10456,2021-05-27,2021-05-27,Y1, FULL VACATE ORDER ISSUED,"FULL VACATE ISSUED.   FAILURE TO MAINTAIN BUILDINGS IN CODE COMPLIANT MANNER. INSPECTION TIME, OBSERVED, DUE TO DISREPAIR BUILDING S EXTERIOR WALL HAS DEFECTS & NUMEROUS STEP & VERTICAL CRACKS, BRICK & JOINT MOTOR COMES OUT FROM WALL, ALSO NOTED 2 BIG HOLE AT EXPOSURE 4. BUILDING ROOF IS OPEN TO ELEMENTS.",1
2318191,861 REAR EAGLE AVENUE,2094296,BRONX,10456,2021-06-02,2021-06-02,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,METAL GATES ARE PADLOCKED. SIDEWALK SHED PROVIDED AT EXPOSURE#1. NO ACCESS TO THE REAR. FULL VACATE# X079/2021 POSTED.,1
2328607,861 REAR EAGLE AVENUE,2094296,BRONX,10456,2021-12-02,2021-12-03,A1, BUILDINGS VIOLATION(S) SERVED,IMMED INSTALL HEAVY DUTY SIDEWALK SHED@844 ST.ANN AVE REAR                      YARD &TIGHT BOARD ALONG PROPRTY LINE.FILE PRMTS W/IN 2DAYS,1
2024024,3240 BRONX BLVD,2097380,BRONX,10467,1997-12-16,1997-12-18,A9, ECB & BUILDINGS VIOLATIONS SERVED,"MISSING, SPALLING &PROTRUDING BRICK & MORTAR JOINTS THRUOUT                     THE FASCADE, NORTH & REAR EXTERIOR WALLS",1
2024037,3240 BRONX BLVD,2097380,BRONX,10467,1997-12-16,1997-12-18,B1, BUILDINGS VIOLATION(S) PREPARED & ATTEMPT TO SERVE WILL BE MADE,MISSING & DEFECTIVE EXIT DIRECTIONAL SIGNS & EXIT SIGNS                         THROUGHOUT THE 2ND FLR. MISSING NORTH EXIT STAIRWAY,1
2054546,3240 BRONX BOULEVARD,2097380,BRONX,10467,2003-09-25,2003-09-29,A9, ECB & BUILDINGS VIOLATIONS SERVED,DEFECTIVE WATER TOWER,1
2137374,3242 BRONX BOULEVARD,2097380,BRONX,10467,2009-06-08,2009-10-29,A9, ECB & BUILDINGS VIOLATIONS SERVED,FAILURE TO MAINTAIN EGRESS CLEAR AND UNOBSTRUCTED. NOTED EXI                    T AT BRONX BLVD SIDE AND SECONDARY STAIR BOTH OBSTRUCTED,1
2242078,3240 BRONX BOULEVARD,2097380,BRONX,10467,2017-04-24,2017-06-27,Y2,VACATE ORDER FULLY RESCINDED,NO ACCESS LS4 SERVED,2
2242078,3240 BRONX BOULEVARD,2097380,BRONX,10467,2017-04-20,2017-04-21,Y1,FULL VACATE ORDER ISSUED,OONE STORY WOOD FRAME BLDG. NO DEBRIS FALLING INTO 70-22 73                     PL. NO EVIDENCE OF ANY CONST ACTIVITY,1
2242228,3240 BRONX BOULEVARD,2097380,BRONX,10467,2017-04-24,2017-06-27,A8, ECB VIOLATION SERVED,HEAVY DUTY SIDEWALK SHED INSTALLED AT FRONT /EXPOSURE 1 WITHOUT A PERMIT. TO    PROVIDE REQUIRED PROTECTION.,1
2297975,3240 BRONX BOULEVARD,2097380,BRONX,10467,2020-03-03,2020-03-03,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,"OBSERVED NO STRUCTURALLY COMPROMISED WALLS,COLUMNS OR BEAMS                     NO ACTIVE PERMITS, WALK THE BLDG WITH STORE MANAGER",1
2304424,1133 GARAGE CLAY AVENUE,2098989,BRONX,10456,2020-08-05,2020-08-05,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,24 HR FOLLOW-UP COMPLIANCE INSPECTION FOR VAC X117/2020. APPEARS TO BE IN       COMPLIANCE.,1
2307194,1133 GARAGE CLAY AVENUE,2098989,BRONX,10456,2020-06-26,2020-09-25,Y1, FULL VACATE ORDER ISSUED,IMMEDIATELY VACATE ENTIRE BLDG UNTIL UNSAFE CONDITIONS ARE                      REMEDIED.REPAIR BLDG UNDER PERMIT.START WORK BY 10/15/20,1
2322049,1133 GAR CLAY AVENUE,2098989,BRONX,10456,2021-08-06,2021-08-06,L3,STOP WORK ORDER PARTIALLY RESCINDED,"A-1, EXTENSIVE FIRE DAMAGE TO REAR GARAGE.",2
2322049,1133 GAR CLAY AVENUE,2098989,BRONX,10456,2021-08-04,2021-08-05,A3,FULL STOP WORK ORDER SERVED,AT TIME OF INSP. DID NOT OBSERVE CLOGGED WATER DRAINAGE PIPES OR WATER POOLING OR FLOODING AT THE BACK OF THE BUILDING NEAR THE GARAGES.,1
2322151,1133 GAR CLAY AVENUE,2098989,BRONX,10456,2021-08-04,2021-08-06,A1, BUILDINGS VIOLATION(S) SERVED,"OWNR-RETN NYSPE&CONTR ENDORSE-DEMO-INSTL PBLC/ADJ PROP PROT,                    FULLY DEMO BLDG HAND.WRK U/PE.FILE W/IN 2DAY.STRT BY 8/9/21",1
2302883,1151 NELSON AVENUE,2099677,BRONX,10452,2020-07-04,2020-07-04,Y1, FULL VACATE ORDER ISSUED,"Y1-FULL VACATE ISSUED FOR STRUCTURE RENDERED NON COMPLIANT DUE TO EXTENSIVE FIRE DAMAGE THROUGHOUT, PARTIAL ROOF AND EXTERIOR WALL COLLAPSE.",1
2302949,1151 NELSON AVENUE,2099677,BRONX,10452,2020-07-07,2020-07-07,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,DOB PEREMPTORY VACATE ORDER X103/2020 POSTED ON FRONT GATE OF CONSTRUCTION      FENCE.,1
2307606,1151 NELSON AVENUE,2099677,BRONX,10452,2020-10-14,2020-10-15,L2,STOP WORK ORDER FULLY RESCINDED,BORO COMMISSIONER HAS ORDERED WORK STOPPED FOR JOB # 421408079 DUE TO INTENT TO REVOKE GENERAL CONTRACTOR/CONSTRUCTION SUPERINTENDENT PERMIT. STOP ALL WORK IMMEDIATELY AND MAKE SITE SAFE.,2
2307606,1151 NELSON AVENUE,2099677,BRONX,10452,2020-10-03,2020-10-04,A3,FULL STOP WORK ORDER SERVED,"OK TO RESCIND SWO AS PER DBC SIMON LEE, RA. RESCISSION LETTER ISSUED ON         10/06/2021",1
2327373,1151 NELSON AVENUE,2099677,BRONX,10452,2022-02-04,2022-04-11,L3,STOP WORK ORDER PARTIALLY RESCINDED,VIOLATION CORRECTED. THE JOB SITE ENGINEER PE PRESENT AT JOB                    SITE. OK TO RESCIND. BADGE# 2342,3
2327373,1151 NELSON AVENUE,2099677,BRONX,10452,2022-02-04,2022-02-07,L3,STOP WORK ORDER PARTIALLY RESCINDED,"STOP ALL CARPENTER WORK EXCEPT ASBESTOS,PROVIDE PE ENGINEER                      #2342",2
2327373,1151 NELSON AVENUE,2099677,BRONX,10452,2021-11-05,2021-11-08,L1,PARTIAL STOP WORK ORDER,"OK TO RESCIND SWO AS PER DBC SIMON LEE, RA. RESCISSION LETTER ISSUED ON         10/06/2021",1
2323379,1147 GAR ANDERSON AVENUE,2103937,BRONX,10452,2021-09-01,2021-09-01,Y1, FULL VACATE ORDER ISSUED,"Y1- AT TIME OF INSPECTION OBSERVED GARAGE STRUCTURE PARTIALLY COLLAPSED. GARAGE BRICK WALL AT EXPO # 02 APPROX. 70% COLLAPSED WITH ENTIRE ROOF. FRONT WALL WITH ROLL DOWN GATE FREE STANDING AND STEP CRACKS ON BRICKS ABOVE THE GATE, POTENTIAL COLLAPSE CONDITION. SUBMIT ENGINEER'S REPORT ON STRUCTURAL STABILITY AND PROVED FENCE ON ENTIRE FACADE. VACATE ENTIRE GARAGE.",1
2323807,1147 GAR ANDERSON AVENUE,2103937,BRONX,10452,2021-09-07,2021-09-13,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,24HR FOLLOW-UP COMPLIANCE INSPECTION FOR VAC X147/2021. APPEARS TO BE IN        COMPLIANCE.,1
2318526,3035 GARAGE ALBANY CRESCENT,2104213,BRONX,10463,2021-06-04,2021-06-04,Y1, FULL VACATE ORDER ISSUED,Y1 - FULL VACATE OF ENTIRE GARAGE AND SURROUNDING YARD.   ENTIRE ROOF OF  TWO STORY GARAGE AT REAR OF 3041 KINGS BRIDGE TERRACE COLLAPSED,1
2318897,3035 GARAGE ALBANY CRESCENT,2104213,BRONX,10463,2021-06-11,2021-06-11,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,NO PERSONS OBSERVED AT THE REAR/EXPOSURE#2. FULL VACATE ORDER #X 087/2021 POSTEDON FRONT DOOR.,1
2322840,3035 GAR ALBANY CRESCENT,2104213,BRONX,10463,2021-08-25,2021-08-26,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,AT TIME OF INSPECTION IN COMPLIANCE WITH EMERGENCY DECLARATION #16225 AND VACATE#X087/2021.,1
2326938,3035 GAR ALBANY CRESCENT,2104213,BRONX,10463,2021-10-29,2021-11-24,A8, ECB VIOLATION SERVED,AT TIME OF INSPECTION I OBSERVED THE GARAGE WAS PARTIALLY DEMOLISHED LEAVING IN PLACE THREE WALLS. THE WORK IS AROUND 80% COMPLETED.,1
2256511,1830 GARAGE FOWLER AVENUE,2105646,BRONX,10462,2018-01-27,2018-01-28,Y1, FULL VACATE ORDER ISSUED,Y-1 FULL VACATE. STRUCTURE RENDERED NON COMPLIANT DUE TO CAR IMPACTING GARAGE.,1
2256568,1830 GARAGE FOWLER AVENUE,2105646,BRONX,10462,2018-01-31,2018-02-05,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,VACATE IS BEING COMPLIED WITH. VACATE POSTED.,1
2285725,3050 GARAGE KINGSBRIDGE TERRACE,2110044,BRONX,10463,2019-07-25,2019-07-25,Y1, FULL VACATE ORDER ISSUED,"Y1 - FULL VACATE ORDER SERVED DUE TO GARAGE IN STATE OF DISREPAIR WITH 90% OF THE ROOF COLLAPSED, MULTIPLE VERTICAL AND HORIZONTAL EXTERIOR BRICK WALL CRACKS, BULGING WALLS, COMPROMISED STRUCTURE UNSAFE TO OCCUPIED.",1
2285952,3050 GARAGE KINGSBRIDGE TERRACE,2110044,BRONX,10463,2019-07-29,2019-08-05,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,24 HR FOLLOW UP COMPLIANCE INSPECTION FOR VAC X176/19.,1
2311165,3050 GARAGE KINGSBRIDGE TERRACE,2110044,BRONX,10463,2020-12-24,2020-12-24,A6, VIOLATION(S) ISSUED,GARAGE AT REAR IN DISREPAIR.  THE  ROOF HAS COLLAPSED AND THE STRUCTURE IS      UNSECURED FROM THE YARD.,1
2324079,4460 REAR PARK AVENUE,2118211,BRONX,10457,2021-09-09,2021-09-10,Y1, FULL VACATE ORDER ISSUED,Y-1 FRONT 20' OF ROOF COLLAPSED ON REAR BUILDING. REAR BUILDING VACATED,1
2324165,4460 REAR PARK AVENUE,2118211,BRONX,10457,2021-09-12,2021-09-12,H1,PLEASE SEE COMPLAINT NUMBER,NAN.NO VIOS ISSUED.DEMO COMPLETE.NO VISIBLE DAMAGE TO ADJOIN                    PROPERTIES FROM DEMO.NO ACCESS TO CONSTRUCTION SITE,2
2324165,4460 REAR PARK AVENUE,2118211,BRONX,10457,2021-09-11,2021-09-11,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,"D4-COMPLAINT REFERRED TO CSE, FULL DM# 520324970",1
2324288,4460 REAR PARK AVENUE,2118211,BRONX,10457,2021-09-15,2021-09-16,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,24 HR FOLLOW-UP COMPLIANCE INSPECTION FOR VAC X160-2021. APPEARS TO BE IN       COMPLIANCE.,1
2242809,3554 REAR BRONX BOULEVARD,2121113,BRONX,10467,2017-05-04,2017-05-08,Y1,FULL VACATE ORDER ISSUED,"NO ECB SUMMONS ON SITE,INADEQ G/RAILS,INADEQ SSP,NO ENGINEER                    LETTER ABOUT CMU REBAR SCHEDULE.WORK ONLY TO CORRECT VIO'S",2
2242809,3554 REAR BRONX BOULEVARD,2121113,BRONX,10467,2017-05-04,2017-05-04,Y1,FULL VACATE ORDER ISSUED,"STOP ALL WORK.PERFORM DUTIES,(MAKE SAFE,COMPLETE LOGS),HAVE                     SUPERINTENDENT ON SITE FOR REINSPECTION",1
2243216,3554 REAR BRONX BOULEVARD,2121113,BRONX,10467,2017-05-15,2017-05-23,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,VACATE #X081/17 BEING COMPLIED WITH AT TIME OF INSPECTION,1
2013838,2116 BARTOW AVENUE,2128425,BRONX,NA,1994-07-26,1994-07-29,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,THIS DEPARTMENT HAS NO RESRICTIONS OR REQUIREMENTS CONCERNIN                    G PLANTS HANGING FROM TRACKS ON ACOUSTIC CEILING,1
2014231,2116 BARTOW AVENUE,2128425,BRONX,NA,1994-08-24,1994-08-30,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,NO DEFECTS FOUND AT TIME OF INSPECTION,1
2186287,2110 BARTOW AVENUE,2128425,BRONX,10475,2013-06-28,2013-07-02,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,WORK COMPLETE,1
2186288,2110 BARTOW AVENUE,2128425,BRONX,10475,2013-06-28,2013-07-02,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,WORK COMPLETE,1
2240147,2104 BARTOW AVENUE,2128425,BRONX,10475,2017-08-15,2017-08-17,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,"PERMIT #220560934 ON FILE FOR ILLUMINATED ACCESSORY BUSINESS                    SIGN ON WALL WORDING ""MATTRESS FIRM""",1
2242960,2110 BARTOW AVENUE,2128425,BRONX,10475,2017-05-08,2017-05-18,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,SIGN COMPLETED,1
2242962,2110 BARTOW AVENUE,2128425,BRONX,10475,2017-05-09,2017-05-18,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,"""MATRESS FIRM"" SIGN COMPLETED",1
2245460,2130 BARTOW AVENUE,2128425,BRONX,10475,2017-07-14,2017-07-14,Y2,VACATE ORDER FULLY RESCINDED,SEE COMPLAINT,5
2245460,2130 BARTOW AVENUE,2128425,BRONX,10475,2017-06-29,2017-06-30,Y4,VACATE ORDER PARTIALLY RESCINDED,.,4
2245460,2130 BARTOW AVENUE,2128425,BRONX,10475,2017-06-27,2017-06-27,Y4,VACATE ORDER PARTIALLY RESCINDED,"BOILER INSPECTED, VIOLATION ISSUED",3
2245460,2130 BARTOW AVENUE,2128425,BRONX,10475,2017-06-27,2017-06-27,Y1,FULL VACATE ORDER ISSUED,NO ACCESS,2
2245460,2130 BARTOW AVENUE,2128425,BRONX,10475,2017-06-22,2017-06-23,Y1,FULL VACATE ORDER ISSUED,ALL HANGING SCAFFOLDING EQUIPMENT FROM ACCIDENT HAS BEEN REM                    OVED WITH NO APPARENT UNSAFE CONDITIONS OBSERVED,1
2245462,2130 BARTOW AVENUE,2128425,BRONX,10475,2017-06-22,2017-06-23,H1, PLEASE SEE COMPLAINT NUMBER  2245460,"H1 DUPLICATE COMPLAINT, SEE # 22245460",1
2259658,2146 BARTOW AVENUE,2128425,BRONX,10475,2020-05-11,2020-05-11,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,NO VIOLATION,2
2259658,2146 BARTOW AVENUE,2128425,BRONX,10475,2018-04-04,2018-04-18,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,REFER TO ELEVATOR DIVISION,1
2262161,2146 BARTOW AVENUE,2128425,BRONX,10475,2018-05-22,2018-06-01,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,"""CARTERS"" RENOVATION COMPLETED",1
2271004,2146 BARTOW AVENUE,2128425,BRONX,10475,2018-11-01,2018-11-16,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,INSTALLATION OF ILUMINATED SIGN FIUBD NO SIGN AT LOCATION,1
2272076,2100 BARTOW AVENUE,2128425,BRONX,10475,2018-12-17,2018-12-17,H1, PLEASE SEE COMPLAINT NUMBER  2272077,REFERENCE C#2272077,1
2272077,2100 BARTOW AVENUE,2128425,BRONX,10475,2018-12-13,2018-12-17,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,NO VIOLATION,1
2272293,2100 BARTOW AVENUE,2128425,BRONX,10475,2018-11-28,2018-12-11,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,SPACE 216 FIT OUT COMPLETED,1
2273668,2100 BARTOW AVENUE,2128425,BRONX,10475,2018-12-31,2019-01-08,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,CHASE BANK FACADE WORK COMPLETED,1
2274449,2100 BARTOW AVENUE,2128425,BRONX,10475,2019-01-23,2019-01-24,K1, INSUFFICIENT INFORMATION/UNABLE TO LOCATE ADDRESS,"""PLEASE NOTE"" LOCATION PROBLEM. THE COMPLAINER FAILED TO LET US KNOW THE STORE. OR  THE FLOOR SPECIFIC LOCATION ARE NEEDED FOR INSPECTION. SUPER INFO ALBERTO A. OTERO.",1
2281647,2100 BARTOW AVENUE,2128425,BRONX,10475,2019-05-21,2019-05-31,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,"INTERIOR RENOVATION ON TENANT BUILD OUT SPACE, WORK COMPLETE",1
2281718,2100 BARTOW AVENUE,2128425,BRONX,10475,2019-05-22,2019-05-30,A1, BUILDINGS VIOLATION(S) SERVED,INADEQUATE PLAN,1
2281926,2100 BARTOW AVENUE,2128425,BRONX,10475,2019-05-28,2019-06-04,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,"SPRINKLER MODIFICATION , WORK COMPLETE",1
2283877,2146 BARTOW AVENUE,2128425,BRONX,10475,2019-07-10,2019-07-15,L2,STOP WORK ORDER FULLY RESCINDED,LOCK REMOVE FROM GATE AT REAR WEST AT TIME OF INSPECTION,2
2283877,2146 BARTOW AVENUE,2128425,BRONX,10475,2019-06-26,2019-06-27,A3,FULL STOP WORK ORDER SERVED,REFER TO BORO,1
2297069,2100 BARTOW AVENUE,2128425,BRONX,10475,2020-02-13,2020-02-13,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,NO VIOLATION WARRANTED AT THIS TIME,1
2324940,2100 BARTOW AVENUE,2128425,BRONX,10475,2021-11-29,2021-11-30,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,NO VIOLATION FILED,1
2327537,2146 BARTOW AVENUE,2128425,BRONX,10475,2021-11-16,2021-11-16,C2,INSPECTOR UNABLE TO GAIN ACCESS - 2ND ATTEMPT,6 FLOOR EGRESS OK NO CHAIN AND PADLOCK OBSERVED,2
2327537,2146 BARTOW AVENUE,2128425,BRONX,10475,2021-11-12,2021-11-12,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,REFER TO BORO,1
2251012,977 A BROOK AVENUE,2128927,BRONX,10451,2017-11-27,2017-11-28,Y2,VACATE ORDER FULLY RESCINDED,"AS PER FEU INSPECTION 3/1/2019 , THE BUILDING IS IN STATE OF DISREPAIR. THE ROOF HAS PARTIALLY COLLAPSED AND THE REMAINDER IS OPEN TO THE ELEMENTS. THE BUILDING IS AT RISK OF FURTHER COLLAPSE.  THESE CONDITIONS HAVE RENDERED THE PREMISE UNSAFE TO ENTER OR OCCUPY. XHEVDET CELO, P.E. BADGE NUMBER IS 9XCX",5
2251012,977 A BROOK AVENUE,2128927,BRONX,10451,2017-11-24,2017-11-24,Y1,FULL VACATE ORDER ISSUED,ADDRESS CHANGED TO 35 GARAGE SIDEVIEW AVE,4
2251012,977 A BROOK AVENUE,2128927,BRONX,10451,2017-11-20,2017-11-21,Y1,FULL VACATE ORDER ISSUED,A6 - UB DRAFTED FOR FULL DEMOLITION OF PARTIALLY COLLAPSED GARAGE,3
2251012,977 A BROOK AVENUE,2128927,BRONX,10451,2017-10-31,2017-10-31,Y1,FULL VACATE ORDER ISSUED,NAN FOR THE COMPLAINT,2
2251012,977 A BROOK AVENUE,2128927,BRONX,10451,2017-09-21,2017-10-11,Y1,FULL VACATE ORDER ISSUED,"D4-COMPLAINT REFERRED TO CSE, DM# 520324970",1
2251036,977 A BROOK AVENUE,2128927,BRONX,10451,2017-10-17,2017-10-17,H1, PLEASE SEE COMPLAINT NUMBER  2251012,SEE COMPLAINT # 2251012,1
2251628,977 A BROOK AVENUE,2128927,BRONX,10451,2017-10-23,2017-10-24,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,POSTED VACATE ORDER # X140/17 ON FENCE,1
2259676,977 A BROOK AVENUE,2128927,BRONX,10451,2018-04-10,2018-04-11,Y2,VACATE ORDER FULLY RESCINDED,"VIOLATION # 35343301X HAS ISSUED ON 07-18-18 , PLEASE SEE COMPLAINT # 5135753 .",2
2259676,977 A BROOK AVENUE,2128927,BRONX,10451,2018-03-12,2018-04-04,Y3,PARTIAL VACATE ORDER ISSUED,"AT TIME OF INSPECTION OBSERVED, BUILDING HAS DEMOLISHED COMPLETELY UNDER PERMIT # 520324970. NO UNSAFE CONDITION OBSERVED. OK TO LIFT VACATE ORDER .",1
2259694,977 A BROOK AVENUE,2128927,BRONX,10451,2018-04-04,2018-04-05,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,24 HOUR FOLLOW-UP COMPLIANCE INSPECTION FOR VACATE # X068-18.,1
2261113,977 A BROOK AVENUE,2128927,BRONX,10451,2018-05-02,2018-05-04,A8, ECB VIOLATION SERVED,ECB SUMMONS ISSUED FOR OCCUPANCY CONTRARY TO BUILDING RECORDS.(VEHICLES STORE ONEASEMENT),1
2274634,977 A BROOK AVENUE,2128927,BRONX,10451,2019-02-06,2019-02-06,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,EOR IS TO SUBMIT THE LATEST STRUCTURAL DWHS TO CEU. TR-1                        SPECIAL INSPECTOR IS TO SUBMIT THE SPECIAL INSPECTION REPORT,2
2274634,977 A BROOK AVENUE,2128927,BRONX,10451,2019-01-18,2019-01-18,A8,ECB VIOLATION SERVED,"FRONT WINDOW AT 1ST FLOOR MISSING AND SECTION OF ROOF IS CAVING IN  GARAGE AT REAR IS OPEN AT FRONT  AND REAR UB #,S 73 AND 74 ISSUED",1
2289372,977 A BROOK AVENUE,2128927,BRONX,10451,2019-09-26,2019-09-27,A8, ECB VIOLATION SERVED,ELECTRICAL SERVICE AT VACANT LOT INSTALLED WITHOUT A PERMIT ON FILE,1
2291828,977 A BROOK AVENUE,2128927,BRONX,10451,2019-11-07,2019-11-08,A8, ECB VIOLATION SERVED,UNLAWFUL ACTS FAILURE TO COMPLY WITH AN ORDER OF THE COMMISSIONER,1
2317724,977 A BROOK AVENUE,2128927,BRONX,10451,2021-05-20,2021-05-21,A1, BUILDINGS VIOLATION(S) SERVED,OWNER IS DIRECTED TO IMMED RELOCATE/DEMOLISH UNLAWFUL SHED                      THAT IS BLOCKING THE PERMANENT METRO NORTH EASEMENT,1
2319283,977 A BROOK AVENUE,2128927,BRONX,10451,2021-06-17,2021-06-18,A8, ECB VIOLATION SERVED,NO VEHICLE BARRIER SYSTEM PROVIDED AS PER BC 406.7.8 AND 1607.7.3. ECB VIOLATIONISSUED.,1
2324619,977 A BROOK AVENUE,2128927,BRONX,10451,2021-09-17,2021-09-20,A8, ECB VIOLATION SERVED,EMPTY LOT BEING OCCUPIED AND OPERATED AS MOTOR VEHICLE DEAD STORAGE WITHOUT     VALID COFO. ECB VIOLATION ISSUED.,1
3027925,575 FULTON STREET,3000356,BROOKLYN,11201,1993-03-26,1993-04-21,B1, BUILDINGS VIOLATION(S) PREPARED & ATTEMPT TO SERVE WILL BE MADE,"BULGING BRICK CHIMNEY, CKACK AND BROKEN BEAMS 1ST. FL. AT                       TIME OF INSPECTION. 2ND FLOOR SEALED",1
